status,title,artists,album,audio_path,audio_url,file_path
"Not uploaded","Estranged - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Estranged - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Estranged - Live In Las Vegas, Thomas & Mack Center - January 25, 1992","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Estranged - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Estranged - Live Version","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Ethiopia","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","Eu Vou de Bixo","Dj Thales Jql","Eu Vou de Bixo","","",""
"Not uploaded","Even In His Youth - B-Side","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Even In His Youth - B-Side","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Even In His Youth - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Even My Dad Does Sometimes","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Even My Dad Does Sometimes","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Even My Dad Does Sometimes","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Even You Brutus?","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","Every Hour","Kanye West, Sunday Service Choir","JESUS IS KING","","",""
"Not uploaded","Everybody Knows This Is Nowhere - Live","Red Hot Chili Peppers","Rock & Roll Hall of Fame Covers - EP","","",""
"Not uploaded","Everything I Am","Kanye West, DJ Premier","Graduation","","",""
"Not uploaded","Everything We Need","Kanye West, Ty Dolla $ign, Ant Clemons","JESUS IS KING","","",""
"Not uploaded","Eyes Closed","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Eyes Closed","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Eyes Closed","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Eyes Closed","Ed Sheeran","Eyes Closed (Piano Version)","","",""
"Not uploaded","Eyes Closed","Ed Sheeran","Eyes Closed (Lost Frequencies Remix)","","",""
"Not uploaded","Eyes Closed - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Eyes Closed - Lost Frequencies Remix","Ed Sheeran, Lost Frequencies","Eyes Closed (Lost Frequencies Remix)","","",""
"Not uploaded","Eyes Closed - Piano Version","Ed Sheeran","Eyes Closed (Piano Version)","","",""
"Not uploaded","F64","Ed Sheeran","F64","","",""
"Not uploaded","FAM GOOD, WE GOOD (feat. Gunna & Roddy Ricch)","DJ Khaled, Gunna, Roddy Ricch","GOD DID","","",""
"Not uploaded","FAVELA BABY","Jamesy","SELFMADE","","",""
"Not uploaded","FIELD TRIP","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","FIRST TIME IN A LONG TIME","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","FML","Kanye West","The Life Of Pablo","","",""
"Not uploaded","FOREVER","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","FOREVER ROLLING","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","FRIED","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","FTP","Jamesy","P2P","","",""
"Not uploaded","FUK SUMN","¥$, Kanye West, Ty Dolla $ign","VULTURES 1","","",""
"Not uploaded","Factory of Faith","Red Hot Chili Peppers","I'm with You","","",""
"Not uploaded","Facts (Charlie Heat Version)","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Fade","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Fakaula Timilai","Oasis Thapa","Fakaula Timilai","","",""
"Not uploaded","Fakauna Ma","Sushant KC, LIL Rock Look, Sheeesh Hardik","Fakauna Ma","","",""
"Not uploaded","Fake as Fu@k","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","Fall","Ed Sheeran","5","","",""
"Not uploaded","Fall - Live at the Bedford","Ed Sheeran","5","","",""
"Not uploaded","Fall - Live at the Bedford","Ed Sheeran","Live at the Bedford","","",""
"Not uploaded","Falling Apart","Sushant KC","Blue Figments","","",""
"Not uploaded","Falling into Grace","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","Falling into Grace","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","Falling into Grace","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","False Alarm","The Weeknd","Starboy (Deluxe)","","",""
"Not uploaded","Family (feat. P Money)","Ed Sheeran, P Money","5","","",""
"Not uploaded","Family (feat. P Money)","Ed Sheeran, P Money","No.5 Collaborations Project","","",""
"Not uploaded","Family Business","Kanye West","The College Dropout","","",""
"Uploaded","Family Feud","Beyoncé, JAŸ-Z","4:44","public/songs/JAŸ-Z/4_44/Family Feud.mp3","/songs/JA%C5%B8-Z/4_44/Family%20Feud.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\4_44\Family Feud.mp3"
"Not uploaded","Famous","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Farak Parcha, Pardaina?","Bartika Eam Rai","Aandhii, Ityaadi","","",""
"Not uploaded","Farkanna Hola","John Rai","Farkanna Hola","","",""
"Not uploaded","Farkanna Hola (Fast track)","John Rai","Farkanna Hola (Fast track)","","",""
"Not uploaded","Fat Dance - 2006 Remaster","Red Hot Chili Peppers","Californication (Deluxe Edition)","","",""
"Not uploaded","Father Figure","Taylor Swift","The Life of a Showgirl","","",""
"Not uploaded","Father Figure","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","Father Figure","Taylor Swift","The Life of a Showgirl + Acoustic Collection","","",""
"Not uploaded","Father Figure - Track by Track","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","Father Stretch My Hands Pt. 1","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Favela Baby","Jamesy","Favela Baby","","",""
"Not uploaded","Fear Of Heights","Drake","For All The Dogs","","",""
"Not uploaded","Feasting on the Flowers","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","Feedback","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Feedback Jam - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Feel Drilled","Dj khalipha","Limitless","","",""
"Not uploaded","Feel The Love","KIDS SEE GHOSTS, Pusha T","KIDS SEE GHOSTS","","",""
"Not uploaded","Feels (feat. Young Thug & J Hus)","Ed Sheeran, Young Thug, J Hus","No.6 Collaborations Project","","",""
"Not uploaded","Feri Chauneychau","The Edge Band","Alag","","",""
"Not uploaded","Fewataal","Yabesh Thapa, Dong","Fewataal","","",""
"Not uploaded","Fica de Quatro","Dj Thales Jql","Fica de Quatro","","",""
"Not uploaded","Fight Like A Brave","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Fight Like A Brave","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Fire","KIDS SEE GHOSTS","KIDS SEE GHOSTS","","",""
"Not uploaded","Fire","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Fire - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Fire Alarms","Ed Sheeran","5","","",""
"Not uploaded","Firefly","Ed Sheeran","5","","",""
"Not uploaded","Firefly","Ed Sheeran","Loose Change","","",""
"Not uploaded","First Person Shooter (feat. J. Cole)","Drake, J. Cole","For All The Dogs","","",""
"Not uploaded","First Times","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","First Times","Ed Sheeran","=","","",""
"Not uploaded","Flashing Lights","Kanye West, Dwele","Graduation","","",""
"Not uploaded","Flautinha do mal","Dj Thales Jql, Dj Biel Sb","Flautinha do mal","","",""
"Not uploaded","Florida!!! (feat. Florence + The Machine)","Taylor Swift, Florence + The Machine","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","","",""
"Not uploaded","Floyd The Barber","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Floyd The Barber","Nirvana","Bleach","","",""
"Not uploaded","Floyd The Barber (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Floyd The Barber - Live","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Floyd The Barber - Live","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Floyd The Barber - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Floyd The Barber - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Floyd The Barber - Live In Del Mar, California/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Follow God","Kanye West","JESUS IS KING","","",""
"Not uploaded","For Always","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","For Always","Ed Sheeran","Play","","",""
"Not uploaded","For My Love","Rockheads","For My Love","","",""
"Not uploaded","Forgotten Tune - Demo / Instrumental","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Forgotten Tune - Demo / Instrumental","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Fortune Faded","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle","Nirvana","In Utero","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - Demo / Instrumental","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - Demo / Instrumental","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Frances Farmer Will Have Her Revenge On Seattle - Live In Seattle, Seattle Center Arena - January 7, 1994","Nirvana","In Utero 30th Live","","",""
"Not uploaded","Frank's Track","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Freak N You (feat. Lil Wayne & Gunna)","DJ Khaled, Lil Wayne, Gunna","Father Of Asahd","","",""
"Not uploaded","Freaky Styley","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Freaky Styley - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Freedom","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS, Ty Dolla $ign","KIDS SEE GHOSTS","","",""
"Not uploaded","Freestyle 4","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Freestyle Preto","Dj Thales Jql, Mc Duffs","Freestyle Preto","","",""
"Not uploaded","Fresh Out The Slammer","Taylor Swift","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","","",""
"Not uploaded","Fulthunge Rani","Sujan Chapagain","Fulthunge Rani","","",""
"Not uploaded","Fulthunge Rani - Flute Version","Sujan Chapagain","Fulthunge Rani (Flute Version)","","",""
"Not uploaded","Funky Crime","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Funky Monks","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Funky Monks","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Funny Face","Red Hot Chili Peppers","Snow (Hey Oh)","","",""
"Not uploaded","GET LOST","DONDA, Kanye West, Ye","DONDA 2","","",""
"Not uploaded","GIMME A HUG","Drake","$ome $exy $ongs 4 U","","",""
"Not uploaded","GOAT THINGS","YABI The G.O.A.T","GOAT THINGS","","",""
"Uploaded","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)","Fridayy, JAŸ-Z, John Legend, Lil Wayne, Rick Ross","GOD DID","public/songs/DJ Khaled/GOD DID/GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy).mp3","/songs/DJ%20Khaled/GOD%20DID/GOD%20DID%20(feat.%20Rick%20Ross%2C%20Lil%20Wayne%2C%20Jay-Z%2C%20John%20Legend%20%26%20Fridayy).mp3","D:\vinyl-demo\public\songs\DJ Khaled\GOD DID\GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy).mp3"
"Not uploaded","GOLDWING","Billie Eilish","Happier Than Ever","","",""
"Not uploaded","GOOD VIBES","Jamesy, Milano, Lil Lakhey, Fuchhe","SELFMADE","","",""
"Not uploaded","GP4","Jamesy","GP4","","",""
"Not uploaded","GRATEFUL (feat. Vory)","DJ Khaled, Vory","GOD DID","","",""
"Not uploaded","GRATEFUL (feat. Vory)","DJ Khaled, Vory","GRATEFUL (feat. Vory)","","",""
"Not uploaded","GREECE (feat. Drake)","DJ Khaled, Drake","GREECE (feat. Drake)","","",""
"Not uploaded","GVNMAN","Jamesy","GVNMAN","","",""
"Not uploaded","Gajalu","Sushant KC","Gajalu","","",""
"Not uploaded","Gala Pukka","Sujan Chapagain","Gala Pukka","","",""
"Not uploaded","Gallons Of Rubbing Alcohol Flow Through The Strip","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Gallons Of Rubbing Alcohol Flow Through The Strip","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Gallons Of Rubbing Alcohol Flow Through The Strip - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Galway Girl","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Galway Girl","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Galway Girl","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Galway Girl","Ed Sheeran","names in lights at stadium heights","","",""
"Not uploaded","Galway Girl - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Gantabya","The Edge Band","Gantabya","","",""
"Not uploaded","Garden Of Eden","Guns N' Roses","Use Your Illusion I","","",""
"Not uploaded","Garden Of Eden - 2022 Remaster","Guns N' Roses","Use Your Illusion I (Deluxe Edition)","","",""
"Not uploaded","Garden Of Eden - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Gari Khana Deu","Albatross","Ma Ra Malai","","",""
"Not uploaded","Gari Khana Deu II","Albatross","Ma Ra Malai","","",""
"Not uploaded","Garo Bho","Ciney Gurung","Hidchhu","","",""
"Not uploaded","Gasoline - Live","The Weeknd","Live At SoFi Stadium","","",""
"Not uploaded","Get Em High","Kanye West, Talib Kweli, Common","The College Dropout","","",""
"Not uploaded","Get In The Ring","Guns N' Roses","Use Your Illusion II","","",""
"Not uploaded","Get In The Ring - 2022 Remaster","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Get In The Ring - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Get Up And Jump","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Get Up And Jump - 2002 Digital Remaster","Red Hot Chili Peppers","Red Hot Chili Peppers","","",""
"Not uploaded","Get Up And Jump - Demo Version","Red Hot Chili Peppers","Red Hot Chili Peppers","","",""
"Not uploaded","Get on Top","Red Hot Chili Peppers","Californication (Deluxe Edition)","","",""
"Not uploaded","Get on Top","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Get on Top","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Ghamandi","DJ Bishow, Vek, TAKKI","PROJECT COLLABORATION (DELUXE)","","",""
"Not uploaded","Ghar (Yaadharu)","Bartika Eam Rai","Taral","","",""
"Not uploaded","Ghar Gaun","AXIX","Ghar Gaun","","",""
"Not uploaded","Gharako Kancho Choro","Samir Shrestha","Gharako Kancho Choro","","",""
"Not uploaded","Ghost Town","Kanye West, PARTYNEXTDOOR","ye","","",""
"Not uploaded","Ghumi Ghumi (A Folk Journey)","Sujan Chapagain, Shanti Shree Pariyar","Ghumi Ghumi (A Folk Journey)","","",""
"Not uploaded","Ghumi Phiri","Sajjan Raj Vaidya","Nepali Angreji","","",""
"Not uploaded","Ghumi Phiri","Sajjan Raj Vaidya","Ghumi Phiri","","",""
"Not uploaded","Ghumi Phiri: Prelude","Sajjan Raj Vaidya, Manish Gandharva","Ghumi Phiri","","",""
"Not uploaded","Ghumi Phiri: Prelude","Sajjan Raj Vaidya","Ghumi Phiri: Prelude","","",""
"Not uploaded","Gimme A Second 2","Rich The Kid, Kanye West, Peso Pluma, Ty Dolla $ign","Gimme A Second 2","","",""
"Not uploaded","Give It Away","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Give It Away","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Give It Away","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Give Me Love","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Give Me Love","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Give Me Love","Ed Sheeran","+","","",""
"Not uploaded","Give Me Love - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Go Robot","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","God Breathed","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","God Breathed","Kanye West","Donda","","",""
"Not uploaded","God Is","Kanye West","JESUS IS KING","","",""
"Not uploaded","Gold Digger","Kanye West, Jamie Foxx","Late Registration","","",""
"Not uploaded","Gold Digger - AOL Sessions","Kanye West, Jamie Foxx","Late Orchestration","","",""
"Not uploaded","Gold Rush","Ed Sheeran","my forgotten favourites","","",""
"Not uploaded","Gold Rush - Deluxe Edition","Ed Sheeran","+","","",""
"Not uploaded","Good Bye","Were, Dj Khala","Good Bye (Good Bay)","","",""
"Not uploaded","Good Life","Kanye West, T-Pain","Graduation","","",""
