Mood,Album Count,Song Count,Albums,Songs
flex,0,0,,
funky,26,0,Black Summer (Red Hot Chili Peppers) | Blood Sugar Sex Magik (Red Hot Chili Peppers) | By the Way (Deluxe Edition) (Red Hot Chili Peppers) | Californication (Deluxe Edition) (Red Hot Chili Peppers) | Dani California (Red Hot Chili Peppers) | Dark Necessities (Red Hot Chili Peppers) | Eddie (Red Hot Chili Peppers) | Freaky Styley (Red Hot Chili Peppers) | Goodbye Angels (Red Hot Chili Peppers) | Greatest Hits (Guns N' Roses) | Higher Ground (Remixes) (Red Hot Chili Peppers) | Higher Ground / If You Want Me To Stay (Remixes) (Red Hot Chili Peppers) | I'm with You (Red Hot Chili Peppers) | Mother's Milk (Red Hot Chili Peppers) | One Hot Minute (Red Hot Chili Peppers) | One Hot Minute (Deluxe Edition) (Red Hot Chili Peppers) | Perhaps (Guns N' Roses) | Poster Child (Red Hot Chili Peppers) | Red Hot Chili Peppers (Red Hot Chili Peppers) | Rock & Roll Hall of Fame Covers - EP (Red Hot Chili Peppers) | Snow (Hey Oh) (Red Hot Chili Peppers) | Tell Me Baby (Red Hot Chili Peppers) | The Uplift Mofo Party Plan (Red Hot Chili Peppers) | Tippa My Tongue (Red Hot Chili Peppers) | We Turn Red (Red Hot Chili Peppers) | What Hits!? (Red Hot Chili Peppers),
futuristic,1,0,Hurry Up Tomorrow (The Weeknd),
glossy,1,0,KHALED KHALED (DJ Khaled),
Grand,2,0,GOD DID (DJ Khaled) | My Beautiful Dark Twisted Fantasy (Kanye West),
gritty,2,0,Bleach (Nirvana) | RISKTAPE (Jamesy),
groovy,1,0,The Getaway (Red Hot Chili Peppers),
healing,1,0,"KIDS SEE GHOSTS (KIDS SEE GHOSTS, Kanye West, Kid Cudi)",
heartfelt,105,0,"- (Deluxe) (Ed Sheeran) | + (Ed Sheeran) | +-=÷× (Tour Collection: Live) (Ed Sheeran) | +-=÷× (Tour Collection) (Ed Sheeran) | = (Ed Sheeran) | 2step (feat. Armaan Malik) (Ed Sheeran, Armaan Malik) | 2step (feat. Denise Chaila) (Ed Sheeran, Denise Chaila) | 2step (feat. Quevedo) (Ed Sheeran, Quevedo) | 2step (feat. reezy) (Ed Sheeran, reezy) | 2step (The Remixes) (Ed Sheeran) | A Beautiful Game (Ed Sheeran) | A Little More (Ed Sheeran) | A Little More (Unplugged) (Ed Sheeran) | Antim Bidaai (Oasis Thapa) | Aparibhasit (Swar, Swapnil Sharma, Rohit Shakya) | Aparibhasit (Piano Version) (Swar, Swapnil Sharma, Rohit Shakya) | Aunla Haru (Swar, Swapnil Sharma, Rohit Shakya) | Aunla Haru (Reimagined) (Swar, Arbitrary Records) | Autumn Variations (Ed Sheeran) | Autumn Variations (Fan Living Room Sessions) (Ed Sheeran) | Azizam (Ed Sheeran) | Azizam (Acoustic) (Ed Sheeran) | Azizam (D.O.D Remix) (Ed Sheeran, D.O.D) | Azizam (feat. Googoosh) [Persian Version] (Ed Sheeran, Googoosh) | Barahsinghe Acoustic Sessions (Albatross) | Bhawana (Albatross) | Bidaai (Swar, Swapnil Sharma, Rohit Shakya, Gautam Tandukar) | Bistarai (Swar, Swapnil Sharma, Rohit Shakya) | Budi 2 (Chirag Khadka) | Call on me (feat. Ed Sheeran) (Vianney, Ed Sheeran) | Celestial (Ed Sheeran) | Chitthi Bhitra (Sajjan Raj Vaidya) | Dhairya (Sajjan Raj Vaidya) | Divide ÷ (Deluxe) (Ed Sheeran) | Drive (From F1® The Movie) (Ed Sheeran, F1 The Album) | Eyes Closed (Lost Frequencies Remix) (Ed Sheeran, Lost Frequencies) | Eyes Closed (Piano Version) (Ed Sheeran) | Fulthunge Rani (Sujan Chapagain) | Fulthunge Rani (Flute Version) (Sujan Chapagain) | Ghumi Ghumi (A Folk Journey) (Sujan Chapagain) | Ghumi Phiri (Sajjan Raj Vaidya) | Hataarindai, Bataasindai (Sajjan Raj Vaidya) | Hawa Jastai (John Rai) | Hawa Jastai (Raw) (John Rai) | Hawa Le (Sushant KC) | Hera Na (Samir Shrestha) | Jeevan Mero (The Edge Band) | Jhyal Bata (Sushant KC) | Jiudaixu (YABI The G.O.A.T) | Juneli (Tribal Rain) | K paye? (Swar, Swapnil Sharma, Rohit Shakya) | Katha: Episode I & II (Sajjan Raj Vaidya) | Katha: Episode III - Marijau (Sajjan Raj Vaidya) | Katha: Episode V - Alapatra (Sajjan Raj Vaidya) | Katha: Episode VI - Aaundai Jaandai (Sajjan Raj Vaidya) | Katha: Episode VII - Jeevan (Sajjan Raj Vaidya) | Katha: Episode VIII - Tadhiera (Sajjan Raj Vaidya) | Khelauna (Sajjan Raj Vaidya) | Kuraakaani (Sajjan Raj Vaidya) | LAJAYERA (Sujan Chapagain) | Life Goes On (feat. Luke Combs) (Ed Sheeran, Luke Combs) | Life goes on (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Live At SoFi Stadium (The Weeknd) | Live at the Bedford (Ed Sheeran) | Ma Mare Pani (Swar, Swapnil Sharma, Rohit Shakya) | Ma Ra Malai (Albatross) | Malaai Chaana Na (Sajjan Raj Vaidya) | Mausam (Sushant KC, Yodda, LIL Rock Look) | Maya Ma (Swar) | Mero Priye, (Yabesh Thapa) | Mooskaan (Sajjan Raj Vaidya) | Mooskaan| (Live in Terminal 5 | NYC) (Sajjan Raj Vaidya) | my forgotten favourites (Ed Sheeran) | Naganya Maya (Sajjan Raj Vaidya) | No.5 Collaborations Project (Ed Sheeran) | No.6 Collaborations Project (Ed Sheeran) | Old Phone (Ed Sheeran) | Parkhaai (Sajjan Raj Vaidya) | Perfect (Edward Christopher Sheeran, Melissa Black) | Perfect (Arr. for 4 Marimbas) (Edward Christopher Sheeran, The Wave Quartet) | Perfect (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Photograph (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Play (Deluxe) (Ed Sheeran) | Play (Extended Edition) (Ed Sheeran) | Sahara (Rockheads) | Sahi Ho (Yabesh Thapa, Bizen) | Sajjan Raj Vaidya 2016 Releases (Sajjan Raj Vaidya) | Samaya (Chirag Khadka) | Samaya Ley (John Rai) | Sapphire (Ed Sheeran) | Sapphire (Unplugged) (Ed Sheeran) | Sathi (Sushant KC) | Shape of You (Piano Version) [Original] (Unknown Artist) | Shape of You (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Suna Kaanchi (Sajjan Raj Vaidya) | Thamana Haat (Samir Shrestha) | The Shape I'm Takin' (Red Hot Chili Peppers) | Thinking out Loud (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Ujeli (Sajjan Raj Vaidya) | Ujeli: Preface (Sajjan Raj Vaidya) | Ultaa Paailaa (Sajjan Raj Vaidya) | Under the Tree (from “That Christmas”) (Ed Sheeran) | x (10th Anniversary Edition) (Ed Sheeran) | x (Deluxe Edition) (Ed Sheeran) | x (Wembley Edition) (Ed Sheeran)",
heavy,1,0,Donda (Kanye West),
high-energy,21,0,"Amassar o ortobom (DJ DIDI, Dj Thales Jql, DJ Karuso) | Barulho Jql (Dj Thales Jql) | Bota Ela de Quatro (Dj Thales Jql) | Cala boca e Escuta o Som da Minha Saveiro (Dj Thales Jql) | Como é Bom Fuder (Dj Thales Jql) | Fica de Quatro (Dj Thales Jql) | Ja vi puta que não era puta (Dj Thales Jql) | Joga Pra Frente, Joga Pra Tras (Dj Thales Jql) | Mega pra fuder no carro (DJ DIDI, Dj Thales Jql, DJ Karuso) | Na Sentada Que Ela Vem (Dj Thales Jql) | SE QUISER VEM NO PAU (Dj Thales Jql) | Senta no pau do seu preto (Dj Thales Jql) | Sequencia da Botada (Dj Thales Jql) | Sequencia do Peixão (Dj Thales Jql) | Sequencia do Vuk (Dj Thales Jql) | Sequencia do Vuk 2 (Dj Thales Jql) | Vem Fuder (Funk Versão) (Dj Thales Jql) | Vem pro Setor (DJ DIDI, Dj Thales Jql, Mc Rkostta) | Vou tacar pau na tchequinha (Dj Thales Jql) | Vulgo Malvadão (Dj Thales Jql) | Xerecão, Xerequinha (Dj Thales Jql)",
hopeful,1,0,Mero Prayas (The Edge Band),
hungry,2,0,SELFMADE (Jamesy) | SELFMADE DELUXE (Jamesy),
hype,32,0,"Amazing (feat. DJ Khaled) (Mary J. Blige, DJ Khaled) | Big Energy (feat. DJ Khaled) [Remix] (Latto, Mariah Carey, DJ Khaled) | BIG TIME (feat. Future & Lil Baby) (DJ Khaled, Future, Lil Baby) | BILLS PAID (feat. Latto & City Girls) (DJ Khaled, Latto, City Girls) | Father Of Asahd (DJ Khaled) | GRATEFUL (feat. Vory) (DJ Khaled, Vory) | GREECE (feat. Drake) (DJ Khaled, Drake) | I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby) (DJ Khaled, Post Malone, DaBaby) | Just Us (DJ Khaled, SZA) | KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch) (DJ Khaled, Lil Durk, 21 Savage, Roddy Ricch) | KHALED KHALED (DJ Khaled) | Kiss The Ring (DJ Khaled) | Kiss The Ring (Deluxe) (DJ Khaled) | LOVE, MONEY, FAME (feat. DJ Khaled) (Kenia OS Remix) (SEVENTEEN, Kenia Os, DJ Khaled) | LOVE, MONEY, FAME (feat. DJ Khaled) (Timbaland Remix) (SEVENTEEN, DJ Khaled, Timbaland) | Major Key (DJ Khaled) | PARTY (feat. Quavo & Takeoff) (DJ Khaled, Quavo, Takeoff) | POPSTAR (feat. Drake) (DJ Khaled, Drake) | STAYING ALIVE (feat. Drake & Lil Baby) (DJ Khaled, Drake, Lil Baby) | Suffering From Success (DJ Khaled) | Suffering From Success (Deluxe Version) (DJ Khaled) | Supa Ties (feat. DJ Khaled & Raw Youngin) (AAP Deno, DJ Khaled, Raw Youngin) | THANKFUL (feat. Lil Wayne & Jeremih) (DJ Khaled, Lil Wayne, Jeremih) | The College Dropout (Kanye West) | THIS IS MY YEAR (feat. A Boogie Wit Da Hoodie, Big Sean, Rick Ross & Puff Daddy) (DJ Khaled, Big Sean, Rick Ross) | Victory (DJ Khaled) | WAY PAST LUCK (feat. 21 Savage) (DJ Khaled, 21 Savage) | WE GOING CRAZY (feat. H.E.R. & Migos) (DJ Khaled, H.E.R., Migos) | We The Best (DJ Khaled) | We The Best Forever (DJ Khaled) | Where They At (French Montana, Kanye West, Westside Gunn) | You Stay (feat. Lil Baby & Jeremih) (DJ Khaled, Meek Mill, J Balvin)",
innovative,0,0,,
Intense,29,0,"All Day (Kanye West) | BULLY (Ye, Kanye West) | CARNIVAL - HOOLIGANS VERSION (¥$, Kanye West, Ty Dolla $ign) | CARNIVAL (feat. Rich The Kid, Playboi Carti) (¥$, Kanye West, Ty Dolla $ign) | CARNIVAL (INSTRUMENTAL) (¥$, Kanye West, Ty Dolla $ign) | CARNIVAL PACK (feat. Rich The Kid, Playboi Carti) (¥$, Kanye West, Ty Dolla $ign) | City of Gods (Fivio Foreign, Kanye West, Alicia Keys) | Donda (Deluxe) (Kanye West) | DONDA 2 (DONDA, Kanye West, Ye) | Eazy (The Game, Kanye West) | Hurricane (Kanye West, The Weeknd) | I Love It (Kanye West, Lil Pump) | JESUS IS KING (Kanye West) | Late Orchestration (Kanye West) | Life Of The Party (Kanye West, André 3000) | Lift Yourself (Kanye West) | Only One (Kanye West) | SLIDE (¥$, Kanye West, Ty Dolla $ign) | TALKING (¥$, Kanye West, Ty Dolla $ign) | True Love (Kanye West, XXXTENTACION) | Use Your Illusion II (Guns N' Roses) | VULTURES (¥$, Kanye West, Ty Dolla $ign) | VULTURES 1 (¥$, Kanye West, Ty Dolla $ign) | VULTURES 2 (¥$, Kanye West, Ty Dolla $ign) | VULTURES PACK (¥$, Kanye West, Ty Dolla $ign) | Wash Us In The Blood (Kanye West, Travis Scott) | Watch The Throne (Deluxe) (JAŸ-Z, Kanye West) | XTCY (Kanye West) | Ye vs. the People (starring TI as the People) (Kanye West)",
intimate,3,0,Barahsinghe Acoustic Sessions (Albatross) | HIT ME HARD AND SOFT (Billie Eilish) | Taral (Bartika Eam Rai),
introspective,116,0,"A Little More (Ed Sheeran) | A Little More (Unplugged) (Ed Sheeran) | Aandhii, Ityaadi (Bartika Eam Rai) | All Day (Kanye West) | Ana bikhayr (Jamesy) | Antim Bidaai (Oasis Thapa) | Aparichit Bhawana (Oasis Thapa) | Auna Najeeka (Samir Shrestha) | Aunla Haru (Swar, Swapnil Sharma, Rohit Shakya) | Aunla Haru (Reimagined) (Swar, Arbitrary Records) | Bhikhaari (Oasis Thapa) | Bhool (Swar, Swapnil Sharma, Rohit Shakya) | Bidaai (Swar, Swapnil Sharma, Rohit Shakya, Gautam Tandukar) | Bistarai (Swar, Swapnil Sharma, Rohit Shakya) | BULLY (Ye, Kanye West) | CARNIVAL - HOOLIGANS VERSION (¥$, Kanye West, Ty Dolla $ign) | CARNIVAL (feat. Rich The Kid, Playboi Carti) (¥$, Kanye West, Ty Dolla $ign) | CARNIVAL (INSTRUMENTAL) (¥$, Kanye West, Ty Dolla $ign) | CARNIVAL PACK (feat. Rich The Kid, Playboi Carti) (¥$, Kanye West, Ty Dolla $ign) | Chautari (Sajjan Raj Vaidya) | Chitthi Bhitra (Sajjan Raj Vaidya) | City of Gods (Fivio Foreign, Kanye West, Alicia Keys) | Dhairya (Sajjan Raj Vaidya) | Donda (Deluxe) (Kanye West) | DONDA 2 (DONDA, Kanye West, Ye) | Dui Diney Jindagi (Yabesh Thapa) | Eazy (The Game, Kanye West) | Ek Sarvanaam (Sajjan Raj Vaidya) | Eklai Bhayeni (Mero Adhuro Prem) (Sujan Chapagain, ArtMandu) | Fulthunge Rani (Sujan Chapagain) | Fulthunge Rani (Flute Version) (Sujan Chapagain) | GhaamChhaya (Yabesh Thapa) | Ghar Gaun (AXIX) | Gharako Kancho Choro (Samir Shrestha) | Ghumi Ghumi (A Folk Journey) (Sujan Chapagain) | Ghumi Phiri (Sajjan Raj Vaidya) | Ghumi Phiri: Prelude (Sajjan Raj Vaidya) | Hamro Maya (The Edge Band) | Hataarindai, Bataasindai (Sajjan Raj Vaidya) | Hawa Jastai (John Rai) | Hawa Jastai (Raw) (John Rai) | Hawa Le (Sushant KC) | Hera Na (Samir Shrestha) | Hurricane (Kanye West, The Weeknd) | I Love It (Kanye West, Lil Pump) | Jaba Timi Sanga (The Edge Band) | JESUS IS KING (Kanye West) | Jhyal Bata (Sushant KC) | K paye? (Swar, Swapnil Sharma, Rohit Shakya) | Kasari (Yabesh Thapa) | Kasari Furkaaune (Oasis Thapa) | Katha: Episode I & II (Sajjan Raj Vaidya) | Katha: Episode III - Marijau (Sajjan Raj Vaidya) | Katha: Episode V - Alapatra (Sajjan Raj Vaidya) | Katha: Episode VI - Aaundai Jaandai (Sajjan Raj Vaidya) | Katha: Episode VII - Jeevan (Sajjan Raj Vaidya) | Katha: Episode VIII - Tadhiera (Sajjan Raj Vaidya) | Khelauna (Sajjan Raj Vaidya) | Kuraakaani (Sajjan Raj Vaidya) | Laakhau Hajarau (Yabesh Thapa) | LAJAYERA (Sujan Chapagain) | Late Orchestration (Kanye West) | Life Of The Party (Kanye West, André 3000) | Lift Yourself (Kanye West) | Malaai Chaana Na (Sajjan Raj Vaidya) | Manaka Kura (Samir Shrestha, bekcha) | Mausam (Sushant KC, Yodda, LIL Rock Look) | Maya Garnu La (Composer Version) (John Rai) | Maya Ko Katha (Yabesh Thapa, Arbitrary Records) | Maya Ma (Swar) | Maya Ma (2018 Compilation) (Sushant KC) | Mero Ansu (The Edge Band) | Mero Priye, (Yabesh Thapa) | Mooskaan (Sajjan Raj Vaidya) | Mooskaan| (Live in Terminal 5 | NYC) (Sajjan Raj Vaidya) | Mutu Dekhin (Raw) (John Rai) | my forgotten favourites (Ed Sheeran) | Najeek REMIX (LIL Rock Look, Oasis Thapa) | Nothing In My Head Besides Timi (Sajjan Raj Vaidya) | Only One (Kanye West) | PAAILA (AXIX) | Paaila (Remastered) (AXIX) | Pahaar (Sajjan Raj Vaidya) | Pahaar (Live Version) (Sajjan Raj Vaidya) | Parkha Na (Sushant KC) | Parkhaai (Sajjan Raj Vaidya) | Saacho Kura (Yabesh Thapa) | Sahara (Rockheads) | Sahi Ho (Yabesh Thapa, Bizen) | Samaya (Chirag Khadka) | Samaya Ley (John Rai) | Sathi (Sushant KC) | Sidha Kura (Rockheads) | SLIDE (¥$, Kanye West, Ty Dolla $ign) | Suna Kaanchi (Sajjan Raj Vaidya) | TALKING (¥$, Kanye West, Ty Dolla $ign) | The College Dropout (Kanye West) | Timi Bhayera (Akash Khadka, Samir Shrestha) | Timi Nabhai Nahuney (Raw Demo) (Samir Shrestha) | Timi Ra Ma (Oasis Thapa) | Timro Maya (Sushant KC) | True Love (Kanye West, XXXTENTACION) | Ujeli (Sajjan Raj Vaidya) | Ujeli: Preface (Sajjan Raj Vaidya) | Ultaa Paailaa (Sajjan Raj Vaidya) | VULTURES (¥$, Kanye West, Ty Dolla $ign) | VULTURES 1 (¥$, Kanye West, Ty Dolla $ign) | VULTURES 2 (¥$, Kanye West, Ty Dolla $ign) | VULTURES PACK (¥$, Kanye West, Ty Dolla $ign) | Wash Us In The Blood (Kanye West, Travis Scott) | Watch The Throne (Deluxe) (JAŸ-Z, Kanye West) | XTCY (Kanye West) | ye (Kanye West) | Ye vs. the People (starring TI as the People) (Kanye West) | Yo Geet Timilai (DJ Bishow) | Yo Mutu Mero (Yabesh Thapa)",
laid-back,0,0,,
late-night,3,0,"$ome $exy $ongs 4 U (PARTYNEXTDOOR, Drake) | For All The Dogs (Drake) | For All The Dogs Scary Hours Edition (Drake)",
literary,1,0,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY (Taylor Swift),
lonely,1,0,808s & Heartbreak (Kanye West),
loose,1,0,Return of the Dream Canteen (Red Hot Chili Peppers),
loud,15,0,ABSUЯD (Guns N' Roses) | Appetite For Destruction (Guns N' Roses) | Appetite For Destruction (Super Deluxe Edition) (Guns N' Roses) | Chinese Democracy (Guns N' Roses) | G N' R Lies (Guns N' Roses) | Hard Skool (Guns N' Roses) | Live Era '87-'93 (Guns N' Roses) | Live Era '87-'93 (Live - Deluxe Edition) (Guns N' Roses) | Shadow Of Your Love (Guns N' Roses) | The General (Guns N' Roses) | The Spaghetti Incident? (Guns N' Roses) | Use Your Illusion (Super Deluxe) (Guns N' Roses) | Use Your Illusion I (Deluxe Edition) (Guns N' Roses) | Use Your Illusion II (Deluxe Edition) (Guns N' Roses) | Welcome To The Jungle (1986 Sound City Session) (Guns N' Roses),
luxurious,1,0,"Watch The Throne (JAŸ-Z, Kanye West)",
luxury,0,0,,
lyrical,0,0,,
melancholic,1,0,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY (Taylor Swift),
mellow,11,0,"Aaja Matra (Sajjan Raj Vaidya) | Dukhi (Jamesy) | Jani Na Jani (Oasis Thapa) | Jhilimili (Dilaima) (Samir Shrestha) | Khola Kharey (Purna Rai) | Kura (Tribal Rain) | Maun (Laure, Sabin Rai) | Paribhasa (Purna Rai) | Sajjan Raj Vaidya 2016 Releases (Sajjan Raj Vaidya) | The Getaway (Red Hot Chili Peppers) | Thik (Sushant KC, Bluesss)",
melodic,57,0,"- (Deluxe) (Ed Sheeran) | + (Ed Sheeran) | +-=÷× (Tour Collection: Live) (Ed Sheeran) | +-=÷× (Tour Collection) (Ed Sheeran) | = (Ed Sheeran) | 2step (feat. Armaan Malik) (Ed Sheeran, Armaan Malik) | 2step (feat. Denise Chaila) (Ed Sheeran, Denise Chaila) | 2step (feat. Quevedo) (Ed Sheeran, Quevedo) | 2step (feat. reezy) (Ed Sheeran, reezy) | 2step (The Remixes) (Ed Sheeran) | A Beautiful Game (Ed Sheeran) | Aakhale (Yabesh Thapa) | Adhuro Kura (Tribal Rain) | Autumn Variations (Ed Sheeran) | Autumn Variations (Fan Living Room Sessions) (Ed Sheeran) | Azizam (Ed Sheeran) | Azizam (Acoustic) (Ed Sheeran) | Azizam (D.O.D Remix) (Ed Sheeran, D.O.D) | Azizam (feat. Googoosh) [Persian Version] (Ed Sheeran, Googoosh) | By the Way (Red Hot Chili Peppers) | Californication (Red Hot Chili Peppers) | Call on me (feat. Ed Sheeran) (Vianney, Ed Sheeran) | Celestial (Ed Sheeran) | Divide ÷ (Deluxe) (Ed Sheeran) | Drive (From F1® The Movie) (Ed Sheeran, F1 The Album) | Eyes Closed (Lost Frequencies Remix) (Ed Sheeran, Lost Frequencies) | Eyes Closed (Piano Version) (Ed Sheeran) | Farkanna Hola (John Rai) | Farkanna Hola (Fast track) (John Rai) | Jhari (Yabesh Thapa) | K Huncha Bhanera (DJ Bishow) | Khusi Deykhchu Timi Aja (The Edge Band) | Life Goes On (feat. Luke Combs) (Ed Sheeran, Luke Combs) | Life goes on (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Live At SoFi Stadium (The Weeknd) | Live at the Bedford (Ed Sheeran) | No.5 Collaborations Project (Ed Sheeran) | No.6 Collaborations Project (Ed Sheeran) | Old Phone (Ed Sheeran) | Perfect (Edward Christopher Sheeran, Melissa Black) | Perfect (Arr. for 4 Marimbas) (Edward Christopher Sheeran, The Wave Quartet) | Perfect (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Photograph (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Play (Ed Sheeran) | Play (Deluxe) (Ed Sheeran) | Play (Extended Edition) (Ed Sheeran) | Prayas (Yabesh Thapa, Pratik Shakya) | Sapphire (Ed Sheeran) | Sapphire (Unplugged) (Ed Sheeran) | Shape of You (Piano Version) [Original] (Unknown Artist) | Shape of You (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | The Shape I'm Takin' (Red Hot Chili Peppers) | Thinking out Loud (Smooth piano cover version) (The Ed Sheeran piano cover smooth boys band) | Under the Tree (from “That Christmas”) (Ed Sheeran) | x (10th Anniversary Edition) (Ed Sheeran) | x (Deluxe Edition) (Ed Sheeran) | x (Wembley Edition) (Ed Sheeran)",
menacing,0,0,,
minimal,0,0,,
moody,4,0,"$ome $exy $ongs 4 U (PARTYNEXTDOOR, Drake) | For All The Dogs (Drake) | For All The Dogs Scary Hours Edition (Drake) | HIT ME HARD AND SOFT (Billie Eilish)",
mooth,0,0,,
motivational,0,0,,
narrative,8,0,"Balidan Title Song (From ""Balidan"") (Sujan Chapagain, Hark Saud) | Banga Banga (From ""Balidan"") (Sujan Chapagain, Bhushan Khatiwada, Hark Saud) | Chapali Height(Original Motion Picture Soundtrack) (Durga Kharel, Sabin Rai) | Chiso Ashtray (Original Motion Picture Soundtrack) (Ajar Jangam, Robin Tamang, Sabin Rai, Garima Gurung Shah) | Chulbul Chulbul (From ""Babari"") (Original Motion Picture Soundtrack) (Sujan Chapagain, Sunita Thegim) | Makhamali (From "" Oonko Sweater[The Woolen Sweater]"") (Sujan Chapagain, ArtMandu) | Mathi Mathi Pantharai ma (From "" Oonko Sweater[The Woolen Sweater]"") (Sujan Chapagain, ArtMandu) | Run On Gun (From ""Lappan Chhappan"") (Sabin Rai, Deepak Rj)",
nocturnal,1,0,Starboy (Deluxe) (The Weeknd),
nostalgic,27,0,Bardali (Sushant KC) | Black Summer (Red Hot Chili Peppers) | By the Way (Deluxe Edition) (Red Hot Chili Peppers) | Californication (Red Hot Chili Peppers) | Californication (Deluxe Edition) (Red Hot Chili Peppers) | Dani California (Red Hot Chili Peppers) | Dark Necessities (Red Hot Chili Peppers) | Eddie (Red Hot Chili Peppers) | Freaky Styley (Red Hot Chili Peppers) | Goodbye Angels (Red Hot Chili Peppers) | Greatest Hits (Guns N' Roses) | Higher Ground (Remixes) (Red Hot Chili Peppers) | Higher Ground / If You Want Me To Stay (Remixes) (Red Hot Chili Peppers) | I'm with You (Red Hot Chili Peppers) | Mother's Milk (Red Hot Chili Peppers) | One Hot Minute (Red Hot Chili Peppers) | One Hot Minute (Deluxe Edition) (Red Hot Chili Peppers) | Perhaps (Guns N' Roses) | Poster Child (Red Hot Chili Peppers) | Red Hot Chili Peppers (Red Hot Chili Peppers) | Rock & Roll Hall of Fame Covers - EP (Red Hot Chili Peppers) | Snow (Hey Oh) (Red Hot Chili Peppers) | Tell Me Baby (Red Hot Chili Peppers) | The Uplift Mofo Party Plan (Red Hot Chili Peppers) | Tippa My Tongue (Red Hot Chili Peppers) | We Turn Red (Red Hot Chili Peppers) | What Hits!? (Red Hot Chili Peppers),
orchestral,1,0,Late Registration (Kanye West),
otivational,0,0,,
Party,0,0,,
personal,1,0,ye (Kanye West),
playful,2,0,"Return of the Dream Canteen (Red Hot Chili Peppers) | WHEN WE ALL FALL ASLEEP, WHERE DO WE GO? (Billie Eilish)",
poetic,7,0,"Aandhii, Ityaadi (Bartika Eam Rai) | Ana bikhayr (Jamesy) | Aparichit Bhawana (Oasis Thapa) | Auna Najeeka (Samir Shrestha) | Ek Sarvanaam (Sajjan Raj Vaidya) | GhaamChhaya (Yabesh Thapa) | Najeek REMIX (LIL Rock Look, Oasis Thapa)",
polished,1,0,Grateful (DJ Khaled),
positive,0,0,,
powerful,1,0,"Watch The Throne (JAŸ-Z, Kanye West)",
psychedelic,1,0,"KIDS SEE GHOSTS (KIDS SEE GHOSTS, Kanye West, Kid Cudi)",
quiet,1,0,Bimbaakash (Bartika Eam Rai),
raw,24,0,"Bleach (Deluxe Edition) (Nirvana) | Breed (Live In Amsterdam, Netherlands/1991) (Nirvana) | From The Muddy Banks Of The Wishkah (Live) (Nirvana) | In Bloom / On A Plain / Lithium / Breed (Nirvana) | In Utero (30th Anniversary Super Deluxe) (Nirvana) | In Utero (Deluxe Edition) (Nirvana) | In Utero (Super Deluxe Edition) (Nirvana) | In Utero 30th Live (Nirvana) | Incesticide (Nirvana) | Lithium / Breed (Live) (Nirvana) | Live And Loud (Nirvana) | Live at Reading (Nirvana) | Live At The Paramount (Nirvana) | MTV Unplugged In New York (Nirvana) | MTV Unplugged In New York (25th Anniversary) (Nirvana) | Nevermind (30th Anniversary Super Deluxe) (Nirvana) | Nevermind (Deluxe Edition) (Nirvana) | Nevermind (Remastered) (Nirvana) | Nevermind (Super Deluxe Edition) (Nirvana) | Nirvana (Nirvana) | On A Plain / Lithium / Breed (Live) (Nirvana) | Sliver - The Best Of The Box (Nirvana) | Smells Like Teen Spirit / In Bloom / On A Plain / Lithium / Breed (Nirvana) | With The Lights Out - Box Set (Nirvana)",
real,0,0,,
rebellious,15,0,ABSUЯD (Guns N' Roses) | Appetite For Destruction (Guns N' Roses) | Appetite For Destruction (Super Deluxe Edition) (Guns N' Roses) | Chinese Democracy (Guns N' Roses) | G N' R Lies (Guns N' Roses) | Hard Skool (Guns N' Roses) | Live Era '87-'93 (Guns N' Roses) | Live Era '87-'93 (Live - Deluxe Edition) (Guns N' Roses) | Shadow Of Your Love (Guns N' Roses) | The General (Guns N' Roses) | The Spaghetti Incident? (Guns N' Roses) | Use Your Illusion (Super Deluxe) (Guns N' Roses) | Use Your Illusion I (Deluxe Edition) (Guns N' Roses) | Use Your Illusion II (Deluxe Edition) (Guns N' Roses) | Welcome To The Jungle (1986 Sound City Session) (Guns N' Roses),
reflective,14,0,"Aaja Matra (Sajjan Raj Vaidya) | Dukhi (Jamesy) | GOD DID (DJ Khaled) | Happier Than Ever (Billie Eilish) | Jani Na Jani (Oasis Thapa) | Jhilimili (Dilaima) (Samir Shrestha) | Khola Kharey (Purna Rai) | Kura (Tribal Rain) | Late Registration (Kanye West) | Maun (Laure, Sabin Rai) | Paribhasa (Purna Rai) | Taral (Bartika Eam Rai) | The Getaway (Red Hot Chili Peppers) | Thik (Sushant KC, Bluesss)",
relatable,0,0,,
